ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,Mega_Sale_Day,Mega_Sale_Day_lower,Mega_Sale_Day_upper,Payday,Payday_lower,Payday_upper,avg_discount_rate_daily,avg_discount_rate_daily_lower,avg_discount_rate_daily_upper,daily,daily_lower,daily_upper,daily_growth_rate,daily_growth_rate_lower,daily_growth_rate_upper,extra_regressors_multiplicative,extra_regressors_multiplicative_lower,extra_regressors_multiplicative_upper,fourier_month_fourier_1,fourier_month_fourier_1_lower,fourier_month_fourier_1_upper,fourier_month_fourier_2,fourier_month_fourier_2_lower,fourier_month_fourier_2_upper,fourier_month_fourier_3,fourier_month_fourier_3_lower,fourier_month_fourier_3_upper,fourier_month_fourier_4,fourier_month_fourier_4_lower,fourier_month_fourier_4_upper,fourier_month_fourier_5,fourier_month_fourier_5_lower,fourier_month_fourier_5_upper,fourier_month_fourier_6,fourier_month_fourier_6_lower,fourier_month_fourier_6_upper,fourier_month_fourier_7,fourier_month_fourier_7_lower,fourier_month_fourier_7_upper,fourier_month_fourier_8,fourier_month_fourier_8_lower,fourier_month_fourier_8_upper,holidays,holidays_lower,holidays_upper,is_weekend,is_weekend_lower,is_weekend_upper,lag_14_items_sold,lag_14_items_sold_lower,lag_14_items_sold_upper,lag_1_items_sold,lag_1_items_sold_lower,lag_1_items_sold_upper,lag_30_items_sold,lag_30_items_sold_lower,lag_30_items_sold_upper,lag_60_items_sold,lag_60_items_sold_lower,lag_60_items_sold_upper,lag_7_items_sold,lag_7_items_sold_lower,lag_7_items_sold_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,rolling_14_items_sold,rolling_14_items_sold_lower,rolling_14_items_sold_upper,rolling_7_items_sold,rolling_7_items_sold_lower,rolling_7_items_sold_upper,scaled_discount_on_event,scaled_discount_on_event_lower,scaled_discount_on_event_upper,scaled_discount_rate,scaled_discount_rate_lower,scaled_discount_rate_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
2022-10-05,0.2205249016,-9.893911092139017,10.557059787902597,0.2205249016,0.2205249016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0096472412,-0.0096472412,-0.0096472412,0.018735879024854955,0.018735879024854955,0.018735879024854955,-0.1226977201204499,-0.1226977201204499,-0.1226977201204499,-0.0167235176705717,-0.0167235176705717,-0.0167235176705717,0.11466789364286645,0.11466789364286645,0.11466789364286645,-0.021743656799283563,-0.021743656799283563,-0.021743656799283563,0.03891238251776913,0.03891238251776913,0.03891238251776913,-0.02909929085208862,-0.02909929085208862,-0.02909929085208862,-0.00947262081576436,-0.00947262081576436,-0.00947262081576436,0.01953830022468714,0.01953830022468714,0.01953830022468714,-0.044570150642283965,-0.044570150642283965,-0.044570150642283965,0.0,0.0,0.0,0.0,0.0,0.0,-0.016162813338910634,-0.016162813338910634,-0.016162813338910634,-0.142434201415905,-0.142434201415905,-0.142434201415905,0.00914499459713179,0.00914499459713179,0.00914499459713179,-0.020057369963487722,-0.020057369963487722,-0.020057369963487722,0.005850486612109011,0.005850486612109011,0.005850486612109011,-0.16152206796634566,-0.16152206796634566,-0.16152206796634566,-0.04301774161218324,-0.04301774161218324,-0.04301774161218324,0.013733706370610435,0.013733706370610435,0.013733706370610435,0.0,0.0,0.0,0.0,0.0,0.0,-0.007676513876757666,-0.007676513876757666,-0.007676513876757666,-0.021500592769138134,-0.021500592769138134,-0.021500592769138134,0.0,0.0,0.0,0.1849052634554931
2022-10-06,0.2622645168678571,-9.698855689702143,10.52907830217777,0.2622645168678571,0.2622645168678571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0096472412,-0.0096472412,-0.0096472412,-0.138371370749316,-0.138371370749316,-0.138371370749316,-0.26271058464204267,-0.26271058464204267,-0.26271058464204267,-0.0036617428143388745,-0.0036617428143388745,-0.0036617428143388745,0.11841051130958341,0.11841051130958341,0.11841051130958341,-0.004655201793902824,-0.004655201793902824,-0.004655201793902824,0.04449314521661305,0.04449314521661305,0.04449314521661305,-0.006398307379422146,-0.006398307379422146,-0.006398307379422146,-0.013080029311735273,-0.013080029311735273,-0.013080029311735273,0.004659807493028755,0.004659807493028755,0.004659807493028755,-0.08474976975124356,-0.08474976975124356,-0.08474976975124356,0.0,0.0,0.0,0.0,0.0,0.0,-0.016162813338910634,-0.016162813338910634,-0.016162813338910634,-0.13449877376383854,-0.13449877376383854,-0.13449877376383854,0.002299310342404515,0.002299310342404515,0.002299310342404515,0.00965126135339866,0.00965126135339866,0.00965126135339866,-0.011571351862552579,-0.011571351862552579,-0.011571351862552579,-0.28392449000483644,-0.28392449000483644,-0.28392449000483644,-0.04259391218542384,-0.04259391218542384,-0.04259391218542384,0.013518652593613211,0.013518652593613211,0.013518652593613211,0.0,0.0,0.0,0.0,0.0,0.0,0.00952840160000349,0.00952840160000349,0.00952840160000349,-0.021095065762797266,-0.021095065762797266,-0.021095065762797266,0.0,0.0,0.0,0.18780119766978595
2022-10-07,0.30400413213571426,-9.942534292269242,10.786320122654038,0.30400413213571426,0.30400413213571426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0096472412,-0.0096472412,-0.0096472412,0.018735879024854955,0.018735879024854955,0.018735879024854955,-0.03515086112222856,-0.03515086112222856,-0.03515086112222856,0.009539973519231634,0.009539973519231634,0.009539973519231634,0.1171585483811802,0.1171585483811802,0.1171585483811802,0.013187809720075392,0.013187809720075392,0.013187809720075392,0.042606293526117056,0.042606293526117056,0.042606293526117056,0.018678149781720534,0.018678149781720534,0.018678149781720534,-0.011838352100908028,-0.011838352100908028,-0.011838352100908028,-0.013209383706392026,-0.013209383706392026,-0.013209383706392026,-0.07056522567722137,-0.07056522567722137,-0.07056522567722137,0.0,0.0,0.0,0.0,0.0,0.0,0.020729849489186332,0.020729849489186332,0.020729849489186332,-0.142434201415905,-0.142434201415905,-0.142434201415905,0.017511942019576236,0.017511942019576236,0.017511942019576236,-0.037472774528559044,-0.037472774528559044,-0.037472774528559044,0.005850486612109011,0.005850486612109011,0.005850486612109011,-0.07609175755271683,-0.07609175755271683,-0.07609175755271683,-0.047256035879777204,-0.047256035879777204,-0.047256035879777204,0.02362618011248276,0.02362618011248276,0.02362618011248276,0.0,0.0,0.0,0.0,0.0,0.0,-0.010816903516453506,-0.010816903516453506,-0.010816903516453506,-0.020476751714034788,-0.020476751714034788,-0.020476751714034788,0.0,0.0,0.0,0.2808719234182194
2022-10-08,0.3457437474035714,-10.169880328699394,10.22083485236821,0.3457437474035714,0.3457437474035714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0096472412,-0.0096472412,-0.0096472412,0.018735879024854955,0.018735879024854955,0.018735879024854955,0.04550896025483104,0.04550896025483104,0.04550896025483104,0.02232334883526226,0.02232334883526226,0.02232334883526226,0.110964948654471,0.110964948654471,0.110964948654471,0.028799060869123587,0.028799060869123587,0.028799060869123587,0.033567622626750414,0.033567622626750414,0.033567622626750414,0.036853212690769195,0.036853212690769195,0.036853212690769195,-0.006206939379191047,-0.006206939379191047,-0.006206939379191047,-0.02260702131358279,-0.02260702131358279,-0.02260702131358279,-0.011115241340468202,-0.011115241340468202,-0.011115241340468202,0.0,0.0,0.0,-0.026357455,-0.026357455,-0.026357455,0.009135012600355857,0.009135012600355857,0.009135012600355857,-0.142434201415905,-0.142434201415905,-0.142434201415905,0.01066625776484896,0.01066625776484896,0.01066625776484896,0.01579787472930619,0.01579787472930619,0.01579787472930619,0.005850486612109011,0.005850486612109011,0.005850486612109011,0.015702348771036143,0.015702348771036143,0.015702348771036143,-0.062090065816356094,-0.062090065816356094,-0.062090065816356094,0.02362618011248276,0.02362618011248276,0.02362618011248276,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004887697449587197,-0.0004887697449587197,-0.0004887697449587197,-0.019670600538836236,-0.019670600538836236,-0.019670600538836236,0.0,0.0,0.0,0.3511727363107073
2022-10-09,0.3874833626714286,-9.816234831268384,10.646085699962924,0.3874833626714286,0.3874833626714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0096472412,-0.0096472412,-0.0096472412,0.018735879024854955,0.018735879024854955,0.018735879024854955,0.13314696272517834,0.13314696272517834,0.13314696272517834,0.03414779170730024,0.03414779170730024,0.03414779170730024,0.10009163097548553,0.10009163097548553,0.10009163097548553,0.03956575601127541,0.03956575601127541,0.03956575601127541,0.018889900438877606,0.018889900438877606,0.018889900438877606,0.041403138143677166,0.041403138143677166,0.041403138143677166,0.0017309053068856944,0.0017309053068856944,0.0017309053068856944,-0.017504959464528364,-0.017504959464528364,-0.017504959464528364,0.05546579330114506,0.05546579330114506,0.05546579330114506,0.0,0.0,0.0,-0.026357455,-0.026357455,-0.026357455,0.03337876245881958,0.03337876245881958,0.03337876245881958,-0.142434201415905,-0.142434201415905,-0.142434201415905,0.002806398064976906,0.002806398064976906,0.002806398064976906,0.01579787472930619,0.01579787472930619,0.01579787472930619,0.005850486612109011,0.005850486612109011,0.005850486612109011,0.10742652011465839,0.10742652011465839,0.10742652011465839,-0.07226197205858162,-0.07226197205858162,-0.07226197205858162,0.023841233889479986,0.023841233889479986,0.023841233889479986,0.0,0.0,0.0,0.0,0.0,0.0,0.0026321351143365097,0.0026321351143365097,0.0026321351143365097,-0.018705336524856484,-0.018705336524856484,-0.018705336524856484,0.0,0.0,0.0,0.4291093519255463
2022-10-10,0.42922297793928577,-8.874319700987284,10.828190165179553,0.42922297793928577,0.42922297793928577,0.54586749,0.54586749,0.54586749,0.0,0.0,0.0,0.0,0.0,0.0,-0.0096472412,-0.0096472412,-0.0096472412,-0.138371370749316,-0.138371370749316,-0.138371370749316,-0.033999369290719006,-0.033999369290719006,-0.033999369290719006,0.04451326264802761,0.04451326264802761,0.04451326264802761,0.0849984130503515,0.0849984130503515,0.0849984130503515,0.04368591439065077,0.04368591439065077,0.04368591439065077,0.0010296814180231753,0.0010296814180231753,0.0010296814180231753,0.030644711590046482,0.030644711590046482,0.030644711590046482,0.009038629301088221,0.009038629301088221,0.009038629301088221,-0.0011759326824048626,-0.0011759326824048626,-0.0011759326824048626,0.08646925238088055,0.08646925238088055,0.08646925238088055,0.54586749,0.54586749,0.54586749,0.0,0.0,0.0,-0.016162813338910634,-0.016162813338910634,-0.016162813338910634,-0.09482163550350615,-0.09482163550350615,-0.09482163550350615,-0.003785742328464173,-0.003785742328464173,-0.003785742328464173,-0.01903293440083647,-0.01903293440083647,-0.01903293440083647,0.005850486612109011,0.005850486612109011,0.005850486612109011,0.486608720840429,0.486608720840429,0.486608720840429,-0.08921514912895748,-0.08921514912895748,-0.08921514912895748,0.022335857450499413,0.022335857450499413,0.022335857450499413,0.0,0.0,0.0,0.0,0.0,0.0,0.0020006803300344003,0.0020006803300344003,0.0020006803300344003,-0.01761283899888644,-0.01761283899888644,-0.01761283899888644,0.0,0.0,0.0,0.6380866221896413
2022-10-11,0.4709625932071429,-9.832140975728715,9.943421855165104,0.4709625932071429,0.4709625932071429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0096472412,-0.0096472412,-0.0096472412,0.018735879024854955,0.018735879024854955,0.018735879024854955,0.02467345015312629,0.02467345015312629,0.02467345015312629,0.052981420094036905,0.052981420094036905,0.052981420094036905,0.06632356638452881,0.06632356638452881,0.06632356638452881,0.04046996079286994,0.04046996079286994,0.04046996079286994,-0.017023837607409685,-0.017023837607409685,-0.017023837607409685,0.008557941120536252,0.008557941120536252,0.008557941120536252,0.013012788891064466,0.013012788891064466,0.013012788891064466,0.015905750555019325,0.015905750555019325,0.015905750555019325,0.06200786407218312,0.06200786407218312,0.06200786407218312,0.0,0.0,0.0,0.0,0.0,0.0,-0.016162813338910634,-0.016162813338910634,-0.016162813338910634,-0.142434201415905,-0.142434201415905,-0.142434201415905,-0.003785742328464173,-0.003785742328464173,-0.003785742328464173,-0.012886321024928938,-0.012886321024928938,-0.012886321024928938,0.005850486612109011,0.005850486612109011,0.005850486612109011,0.00341974141621805,0.00341974141621805,0.00341974141621805,-0.08921514912895748,-0.08921514912895748,-0.08921514912895748,0.022335857450499413,0.022335857450499413,0.022335857450499413,0.0,0.0,0.0,0.0,0.0,0.0,0.004820970093857206,0.004820970093857206,0.004820970093857206,-0.01642743763076548,-0.01642743763076548,-0.01642743763076548,0.0,0.0,0.0,0.4725731634926228
2022-10-12,0.512702208475,-10.20976449659603,10.824503357357527,0.512702208475,0.512702208475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0096472412,-0.0096472412,-0.0096472412,-0.138371370749316,-0.138371370749316,-0.138371370749316,0.24182816953661834,0.24182816953661834,0.24182816953661834,0.05919415726992325,0.05919415726992325,0.05919415726992325,0.044856824655420575,0.044856824655420575,0.044856824655420575,0.030456137122109695,0.030456137122109695,0.030456137122109695,-0.032249107923511745,-0.032249107923511745,-0.032249107923511745,-0.016686319959597493,-0.016686319959597493,-0.016686319959597493,0.012183170264152282,0.012183170264152282,0.012183170264152282,0.022782987786231612,0.022782987786231612,0.022782987786231612,-0.002227532828577449,-0.002227532828577449,-0.002227532828577449,0.0,0.0,0.0,0.0,0.0,0.0,-0.016162813338910634,-0.016162813338910634,-0.016162813338910634,0.34956231301221624,0.34956231301221624,0.34956231301221624,-0.003785742328464173,-0.003785742328464173,-0.003785742328464173,-0.020057369963487722,-0.020057369963487722,-0.020057369963487722,0.005850486612109011,0.005850486612109011,0.005850486612109011,0.20931927859856658,0.20931927859856658,0.20931927859856658,-0.062090065816356094,-0.062090065816356094,-0.062090065816356094,0.008572415722677052,0.008572415722677052,0.008572415722677052,0.0,0.0,0.0,0.0,0.0,0.0,-0.007676513876759103,-0.007676513876759103,-0.007676513876759103,-0.015185135861292729,-0.015185135861292729,-0.015185135861292729,0.0,0.0,0.0,0.620020664888879
2022-10-13,0.5544418237428571,-9.5884360926098,11.33868089314804,0.5544418237428571,0.5544418237428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0096472412,-0.0096472412,-0.0096472412,-0.138371370749316,-0.138371370749316,-0.138371370749316,-0.09324790684928014,-0.09324790684928014,-0.09324790684928014,0.06288874603315417,0.06288874603315417,0.06288874603315417,0.02150598695722152,0.02150598695722152,0.02150598695722152,0.015320418903753484,0.015320418903753484,0.015320418903753484,-0.04209793403013752,-0.04209793403013752,-0.04209793403013752,-0.03574912577004897,-0.03574912577004897,-0.03574912577004897,0.006856685293645055,0.006856685293645055,0.006856685293645055,0.015044352341680563,0.015044352341680563,0.015044352341680563,-0.06503292957621719,-0.06503292957621719,-0.06503292957621719,0.0,0.0,0.0,0.0,0.0,0.0,-0.016162813338910634,-0.016162813338910634,-0.016162813338910634,0.143241194058488,0.143241194058488,0.143241194058488,-0.003785742328464173,-0.003785742328464173,-0.003785742328464173,-0.0159596277128827,-0.0159596277128827,-0.0159596277128827,0.00547980919775451,0.00547980919775451,0.00547980919775451,-0.1072895245475666,-0.1072895245475666,-0.1072895245475666,-0.047256035879777204,-0.047256035879777204,-0.047256035879777204,0.000830479750776971,0.000830479750776971,0.000830479750776971,0.0,0.0,0.0,0.0,0.0,0.0,0.009528401599992941,0.009528401599992941,0.009528401599992941,-0.013922778098279425,-0.013922778098279425,-0.013922778098279425,0.0,0.0,0.0,0.49495602408420025
2022-10-14,0.5961814390107143,-9.566963528417132,10.423811709475789,0.5961814390107143,0.5961814390107143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0096472412,-0.0096472412,-0.0096472412,-0.138371370749316,-0.138371370749316,-0.138371370749316,-0.2460222043413505,-0.2460222043413505,-0.2460222043413505,0.06390894728722485,0.06390894728722485,0.06390894728722485,-0.002741471778918932,-0.002741471778918932,-0.002741471778918932,-0.0024039863555537807,-0.0024039863555537807,-0.0024039863555537807,-0.044921955415746374,-0.044921955415746374,-0.044921955415746374,-0.04157831854611124,-0.04157831854611124,-0.04157831854611124,-0.0009961684600842961,-0.0009961684600842961,-0.0009961684600842961,-0.002346182363391899,-0.002346182363391899,-0.002346182363391899,-0.08612159577454906,-0.08612159577454906,-0.08612159577454906,0.0,0.0,0.0,0.0,0.0,0.0,-0.016162813338910634,-0.016162813338910634,-0.016162813338910634,0.0876932004940227,0.0876932004940227,0.0876932004940227,-0.003785742328464173,-0.003785742328464173,-0.003785742328464173,-0.025179547776743996,-0.025179547776743996,-0.025179547776743996,0.005850486612109011,0.005850486612109011,0.005850486612109011,-0.279163527246266,-0.279163527246266,-0.279163527246266,-0.0349649825037547,-0.0349649825037547,-0.0349649825037547,-0.0039007033431619625,-0.0039007033431619625,-0.0039007033431619625,0.0,0.0,0.0,0.0,0.0,0.0,-0.010816903516482193,-0.010816903516482193,-0.010816903516482193,-0.01267717818843327,-0.01267717818843327,-0.01267717818843327,0.0,0.0,0.0,0.42974932561772866
