order_item_key,order_item_id,order_key,product_key,time_key,product_name,product_sku,shop_sku,variation,quantity,item_price,total_item_price,paid_price,item_voucher_discount,shipping_amount,tax_amount,item_status,cancellation_reason,tracking_code,warehouse_code,created_at,updated_at
,1030980894543033,,,20250910,1Liter L.A. Collections SHANGRI-LA Hotel Waterbased Diffuser Scents/Linen Spray/ Room Spray,1856947959-1748396661641-0,1856947959_PH-30097934851,,1,395.0,395.0,393.15,1.85,24.75,0.0,confirmed,,MP1374654349,dropshipping,2025-09-10 23:23:23+08:00,2025-09-15 15:01:19+08:00
,1030980894643033,,,20250910,1Liter L.A. Collections SHANGRI-LA Hotel Waterbased Diffuser Scents/Linen Spray/ Room Spray,1856947959-1748396661641-0,1856947959_PH-30097934851,,1,395.0,395.0,393.15,1.85,24.75,0.0,confirmed,,MP1374654349,dropshipping,2025-09-10 23:23:23+08:00,2025-09-15 15:01:19+08:00
,1039030343624161,,,20250911,1Liter L.A. Collections SHANGRI-LA Hotel Waterbased Diffuser Scents/Linen Spray/ Room Spray,1856947959-1748396661641-0,1856947959_PH-30097934851,,1,395.0,395.0,395.0,0.0,40.5,0.0,confirmed,,MP1375012717,dropshipping,2025-09-11 07:57:54+08:00,2025-09-18 17:57:17+08:00
,1039067122302602,,,20250911,1Liter L.A. Collections SHANGRI-LA Hotel Waterbased Diffuser Scents/Linen Spray/ Room Spray,1856947959-1748396661641-0,1856947959_PH-30097934851,,1,395.0,395.0,254.65,140.35,0.0,0.0,confirmed,,MP1375012944,dropshipping,2025-09-11 10:10:43+08:00,2025-09-15 13:19:07+08:00
,1031304230272837,,,20250911,1L Waterbased Humidifier Scent,4896157465-1736809929399-0,4896157465_PH-28517434716,Scent:Shangrila,1,395.0,395.0,395.0,0.0,61.2,0.0,confirmed,,MP1375268046,dropshipping,2025-09-11 18:56:06+08:00,2025-09-19 17:50:06+08:00
,1039419171462408,,,20250912,Melon Cucumber Waterbased Humidifier &  Diffuser Scent by LA Collections,3583313195-1676440088441-0,3583313195_PH-18525646548,,1,395.0,395.0,375.25,19.75,0.0,0.0,confirmed,,820132772088,dropshipping,2025-09-12 09:13:36+08:00,2025-09-17 13:09:45+08:00
,1039436712498999,,,20250912,1 GALLON Humidifier / Diffuser Scent by L.A. Collections,4337079607-1707399140728-0,4337079607_PH-24334600882,Scent:Shangrila,1,1280.0,1280.0,1280.0,0.0,76.5,0.0,confirmed,,MP1375553137,dropshipping,2025-09-12 09:53:41+08:00,2025-09-19 12:04:12+08:00
,1031526665970546,,,20250912,1Liter L.A. Collections SHANGRI-LA Hotel Waterbased Diffuser Scents/Linen Spray/ Room Spray,1856947959-1748396661641-0,1856947959_PH-30097934851,,1,395.0,395.0,375.25,19.75,0.0,0.0,confirmed,,MP1375727398,dropshipping,2025-09-12 14:23:51+08:00,2025-09-19 13:53:16+08:00
,1031547422321552,,,20250912,L.A. Collections Lavender Humidifer / Diffuser / Linen Spray,LAV,3464151195_PH-17808092447,,1,395.0,395.0,380.0,15.0,0.0,0.0,confirmed,,MP1375727399,dropshipping,2025-09-12 15:14:46+08:00,2025-09-17 15:27:43+08:00
,1031562676326147,,,20250912,1Liter L.A. Collections SHANGRI-LA Hotel Waterbased Diffuser Scents/Linen Spray/ Room Spray,1856947959-1748396661641-0,1856947959_PH-30097934851,,1,395.0,395.0,355.5,39.5,0.0,0.0,confirmed,,MP1375727530,dropshipping,2025-09-12 17:06:20+08:00,2025-09-21 14:08:07+08:00
,1039814154040749,,,20250913,1Liter L.A. Collections SHANGRI-LA Hotel Waterbased Diffuser Scents/Linen Spray/ Room Spray,1856947959-1748396661641-0,1856947959_PH-30097934851,,1,395.0,395.0,395.0,0.0,0.0,0.0,confirmed,,MP1376398387,dropshipping,2025-09-13 20:45:41+08:00,2025-09-22 12:40:00+08:00
,1031865859747890,,,20250913,1Liter L.A. Collections SHANGRI-LA Hotel Waterbased Diffuser Scents/Linen Spray/ Room Spray,1856947959-1748396661641-0,1856947959_PH-30097934851,,1,395.0,395.0,345.2,49.8,61.2,0.0,confirmed,,MP1376398207,dropshipping,2025-09-13 22:14:36+08:00,2025-09-22 14:28:00+08:00
,1039844965145571,,,20250913,1Liter L.A. Collections SHANGRI-LA Hotel Waterbased Diffuser Scents/Linen Spray/ Room Spray,1856947959-1748396661641-0,1856947959_PH-30097934851,,1,395.0,395.0,395.0,0.0,24.75,0.0,confirmed,,MP1376398167,dropshipping,2025-09-13 23:46:06+08:00,2025-09-20 13:35:08+08:00
,1039844965245571,,,20250913,1Liter L.A. Collections SHANGRI-LA Hotel Waterbased Diffuser Scents/Linen Spray/ Room Spray,1856947959-1748396661641-0,1856947959_PH-30097934851,,1,395.0,395.0,395.0,0.0,24.75,0.0,confirmed,,MP1376398167,dropshipping,2025-09-13 23:46:06+08:00,2025-09-20 13:35:08+08:00
,1039894338493219,,,20250914,1 Liter L.A. Collections Fresh Bamboo Waterbased Scent for  Humidifiers/Diffusers/Linen Spray,3368572353-1738239695642-0,3368572353_PH-28661617725,,1,380.0,380.0,361.0,19.0,0.0,0.0,confirmed,,MP1376398386,dropshipping,2025-09-14 07:48:29+08:00,2025-09-18 20:09:21+08:00
,1039914350556970,,,20250914,1Liter L.A. Collections SHANGRI-LA Hotel Waterbased Diffuser Scents/Linen Spray/ Room Spray,1856947959-1748396661641-0,1856947959_PH-30097934851,,1,395.0,395.0,395.0,0.0,40.5,0.0,confirmed,,MP1376398206,dropshipping,2025-09-14 09:36:19+08:00,2025-09-21 00:31:43+08:00
