platform_name,platform_key,order_date,daily_orders,daily_revenue,total_items,is_missing_date,day_of_week,day_name,month,year,quarter
Shopee,2,2021-04-02,0.0,0.0,0.0,1,4,Friday,4,2021,Q2
Shopee,2,2021-04-03,0.0,0.0,0.0,1,5,Saturday,4,2021,Q2
Shopee,2,2021-04-04,2.0,700.0,2.0,0,6,Sunday,4,2021,Q2
Shopee,2,2021-04-05,0.0,0.0,0.0,1,0,Monday,4,2021,Q2
Shopee,2,2021-04-06,0.0,0.0,0.0,1,1,Tuesday,4,2021,Q2
Shopee,2,2021-04-07,0.0,0.0,0.0,1,2,Wednesday,4,2021,Q2
Shopee,2,2021-04-08,1.0,355.0,1.0,0,3,Thursday,4,2021,Q2
Shopee,2,2021-04-09,3.0,1017.0,4.0,0,4,Friday,4,2021,Q2
Shopee,2,2021-04-10,1.0,395.0,1.0,0,5,Saturday,4,2021,Q2
Shopee,2,2021-04-11,2.0,565.0,2.0,0,6,Sunday,4,2021,Q2
Shopee,2,2021-04-12,1.0,355.0,1.0,0,0,Monday,4,2021,Q2
Shopee,2,2021-04-13,3.0,751.0,3.0,0,1,Tuesday,4,2021,Q2
Shopee,2,2021-04-14,1.0,350.0,1.0,0,2,Wednesday,4,2021,Q2
Shopee,2,2021-04-15,1.0,229.0,1.0,0,3,Thursday,4,2021,Q2
Shopee,2,2021-04-16,2.0,634.0,2.0,0,4,Friday,4,2021,Q2
Shopee,2,2021-04-17,4.0,1338.0,5.0,0,5,Saturday,4,2021,Q2
Shopee,2,2021-04-18,0.0,0.0,0.0,1,6,Sunday,4,2021,Q2
Shopee,2,2021-04-19,0.0,0.0,0.0,1,0,Monday,4,2021,Q2
Shopee,2,2021-04-20,1.0,485.0,2.0,0,1,Tuesday,4,2021,Q2
Shopee,2,2021-04-21,0.0,0.0,0.0,1,2,Wednesday,4,2021,Q2
Shopee,2,2021-04-22,1.0,395.0,1.0,0,3,Thursday,4,2021,Q2
Shopee,2,2021-04-23,0.0,0.0,0.0,1,4,Friday,4,2021,Q2
Shopee,2,2021-04-24,1.0,355.0,1.0,0,5,Saturday,4,2021,Q2
Shopee,2,2021-04-25,2.0,879.0,5.0,0,6,Sunday,4,2021,Q2
Shopee,2,2021-04-26,2.0,740.0,2.0,0,0,Monday,4,2021,Q2
Shopee,2,2021-04-27,3.0,1292.0,5.0,0,1,Tuesday,4,2021,Q2
Shopee,2,2021-04-28,3.0,793.0,3.0,0,2,Wednesday,4,2021,Q2
Shopee,2,2021-04-29,10.0,4871.0,14.0,0,3,Thursday,4,2021,Q2
Shopee,2,2021-04-30,0.0,0.0,0.0,1,4,Friday,4,2021,Q2
Shopee,2,2021-05-01,0.0,0.0,0.0,1,5,Saturday,5,2021,Q2
Shopee,2,2021-05-02,3.0,952.0,5.0,0,6,Sunday,5,2021,Q2
Shopee,2,2021-05-03,19.0,9171.0,25.0,0,0,Monday,5,2021,Q2
Shopee,2,2021-05-04,26.0,10351.0,34.0,0,1,Tuesday,5,2021,Q2
Shopee,2,2021-05-05,0.0,0.0,0.0,1,2,Wednesday,5,2021,Q2
Shopee,2,2021-05-06,19.0,8279.0,24.0,0,3,Thursday,5,2021,Q2
Shopee,2,2021-05-07,24.0,9305.0,28.0,0,4,Friday,5,2021,Q2
Shopee,2,2021-05-08,5.0,2188.0,5.0,0,5,Saturday,5,2021,Q2
Shopee,2,2021-05-09,1.0,303.0,1.0,0,6,Sunday,5,2021,Q2
Shopee,2,2021-05-10,7.0,4125.0,12.0,0,0,Monday,5,2021,Q2
Shopee,2,2021-05-11,151.0,79500.0,245.0,0,1,Tuesday,5,2021,Q2
Shopee,2,2021-05-12,0.0,0.0,0.0,1,2,Wednesday,5,2021,Q2
Shopee,2,2021-05-13,0.0,0.0,0.0,1,3,Thursday,5,2021,Q2
Shopee,2,2021-05-14,0.0,0.0,0.0,1,4,Friday,5,2021,Q2
Shopee,2,2021-05-15,0.0,0.0,0.0,1,5,Saturday,5,2021,Q2
Shopee,2,2021-05-16,0.0,0.0,0.0,1,6,Sunday,5,2021,Q2
Shopee,2,2021-05-17,0.0,0.0,0.0,1,0,Monday,5,2021,Q2
Shopee,2,2021-05-18,0.0,0.0,0.0,1,1,Tuesday,5,2021,Q2
Shopee,2,2021-05-19,0.0,0.0,0.0,1,2,Wednesday,5,2021,Q2
Shopee,2,2021-05-20,0.0,0.0,0.0,1,3,Thursday,5,2021,Q2
Shopee,2,2021-05-21,0.0,0.0,0.0,1,4,Friday,5,2021,Q2
Shopee,2,2021-05-22,15.0,6323.0,17.0,0,5,Saturday,5,2021,Q2
Shopee,2,2021-05-23,7.0,3086.0,9.0,0,6,Sunday,5,2021,Q2
Shopee,2,2021-05-24,17.0,9727.0,29.0,0,0,Monday,5,2021,Q2
Shopee,2,2021-05-25,8.0,2948.0,8.0,0,1,Tuesday,5,2021,Q2
Shopee,2,2021-05-26,13.0,5720.0,15.0,0,2,Wednesday,5,2021,Q2
Shopee,2,2021-05-27,17.0,6490.0,18.0,0,3,Thursday,5,2021,Q2
Shopee,2,2021-05-28,15.0,6165.0,17.0,0,4,Friday,5,2021,Q2
Shopee,2,2021-05-29,19.0,8800.0,25.0,0,5,Saturday,5,2021,Q2
Shopee,2,2021-05-30,12.0,5111.0,14.0,0,6,Sunday,5,2021,Q2
Shopee,2,2021-05-31,13.0,4802.0,13.0,0,0,Monday,5,2021,Q2
Shopee,2,2021-06-01,12.0,6530.0,13.0,0,1,Tuesday,6,2021,Q2
Shopee,2,2021-06-02,18.0,8580.0,24.0,0,2,Wednesday,6,2021,Q2
Shopee,2,2021-06-03,10.0,3708.0,10.0,0,3,Thursday,6,2021,Q2
Shopee,2,2021-06-04,9.0,4356.0,11.0,0,4,Friday,6,2021,Q2
Shopee,2,2021-06-05,8.0,3506.0,9.0,0,5,Saturday,6,2021,Q2
Shopee,2,2021-06-06,0.0,0.0,0.0,1,6,Sunday,6,2021,Q2
Shopee,2,2021-06-07,17.0,8891.0,27.0,0,0,Monday,6,2021,Q2
Shopee,2,2021-06-08,12.0,7931.0,14.0,0,1,Tuesday,6,2021,Q2
Shopee,2,2021-06-09,10.0,4356.0,11.0,0,2,Wednesday,6,2021,Q2
Shopee,2,2021-06-10,13.0,5721.0,14.0,0,3,Thursday,6,2021,Q2
Shopee,2,2021-06-11,17.0,6762.0,18.0,0,4,Friday,6,2021,Q2
Shopee,2,2021-06-12,7.0,3613.0,10.0,0,5,Saturday,6,2021,Q2
Shopee,2,2021-06-13,11.0,5128.0,13.0,0,6,Sunday,6,2021,Q2
Shopee,2,2021-06-14,16.0,6140.0,18.0,0,0,Monday,6,2021,Q2
Shopee,2,2021-06-15,28.0,10043.0,28.0,0,1,Tuesday,6,2021,Q2
Shopee,2,2021-06-16,11.0,4418.0,11.0,0,2,Wednesday,6,2021,Q2
Shopee,2,2021-06-17,10.0,4982.0,12.0,0,3,Thursday,6,2021,Q2
Shopee,2,2021-06-18,8.0,4752.0,11.0,0,4,Friday,6,2021,Q2
Shopee,2,2021-06-19,8.0,3988.0,10.0,0,5,Saturday,6,2021,Q2
Shopee,2,2021-06-20,8.0,4651.0,11.0,0,6,Sunday,6,2021,Q2
Shopee,2,2021-06-21,14.0,6866.0,18.0,0,0,Monday,6,2021,Q2
Shopee,2,2021-06-22,0.0,0.0,0.0,1,1,Tuesday,6,2021,Q2
Shopee,2,2021-06-23,9.0,4085.0,10.0,0,2,Wednesday,6,2021,Q2
Shopee,2,2021-06-24,5.0,2142.0,6.0,0,3,Thursday,6,2021,Q2
Shopee,2,2021-06-25,0.0,0.0,0.0,1,4,Friday,6,2021,Q2
Shopee,2,2021-06-26,0.0,0.0,0.0,1,5,Saturday,6,2021,Q2
Shopee,2,2021-06-27,0.0,0.0,0.0,1,6,Sunday,6,2021,Q2
Shopee,2,2021-06-28,0.0,0.0,0.0,1,0,Monday,6,2021,Q2
Shopee,2,2021-06-29,13.0,5651.0,15.0,0,1,Tuesday,6,2021,Q2
Shopee,2,2021-06-30,12.0,7817.0,18.0,0,2,Wednesday,6,2021,Q2
Shopee,2,2021-07-01,10.0,5563.0,13.0,0,3,Thursday,7,2021,Q3
Shopee,2,2021-07-02,7.0,2875.0,8.0,0,4,Friday,7,2021,Q3
Shopee,2,2021-07-03,10.0,4862.0,13.0,0,5,Saturday,7,2021,Q3
Shopee,2,2021-07-04,15.0,10002.0,22.0,0,6,Sunday,7,2021,Q3
Shopee,2,2021-07-05,7.0,2862.0,8.0,0,0,Monday,7,2021,Q3
Shopee,2,2021-07-06,17.0,8305.0,22.0,0,1,Tuesday,7,2021,Q3
Shopee,2,2021-07-07,47.0,19678.0,53.0,0,2,Wednesday,7,2021,Q3
Shopee,2,2021-07-08,0.0,0.0,0.0,1,3,Thursday,7,2021,Q3
Shopee,2,2021-07-09,7.0,4809.0,12.0,0,4,Friday,7,2021,Q3
Shopee,2,2021-07-10,9.0,4967.0,14.0,0,5,Saturday,7,2021,Q3
Shopee,2,2021-07-11,8.0,5514.0,11.0,0,6,Sunday,7,2021,Q3
Shopee,2,2021-07-12,12.0,5006.0,14.0,0,0,Monday,7,2021,Q3
Shopee,2,2021-07-13,15.0,6586.0,18.0,0,1,Tuesday,7,2021,Q3
Shopee,2,2021-07-14,12.0,5698.0,14.0,0,2,Wednesday,7,2021,Q3
Shopee,2,2021-07-15,13.0,4540.0,14.0,0,3,Thursday,7,2021,Q3
Shopee,2,2021-07-16,0.0,0.0,0.0,1,4,Friday,7,2021,Q3
Shopee,2,2021-07-17,0.0,0.0,0.0,1,5,Saturday,7,2021,Q3
Shopee,2,2021-07-18,0.0,0.0,0.0,1,6,Sunday,7,2021,Q3
Shopee,2,2021-07-19,0.0,0.0,0.0,1,0,Monday,7,2021,Q3
Shopee,2,2021-07-20,0.0,0.0,0.0,1,1,Tuesday,7,2021,Q3
Shopee,2,2021-07-21,0.0,0.0,0.0,1,2,Wednesday,7,2021,Q3
Shopee,2,2021-07-22,0.0,0.0,0.0,1,3,Thursday,7,2021,Q3
Shopee,2,2021-07-23,0.0,0.0,0.0,1,4,Friday,7,2021,Q3
Shopee,2,2021-07-24,0.0,0.0,0.0,1,5,Saturday,7,2021,Q3
Shopee,2,2021-07-25,10.0,4819.0,14.0,0,6,Sunday,7,2021,Q3
Shopee,2,2021-07-26,11.0,4205.0,11.0,0,0,Monday,7,2021,Q3
Shopee,2,2021-07-27,0.0,0.0,0.0,1,1,Tuesday,7,2021,Q3
Shopee,2,2021-07-28,0.0,0.0,0.0,1,2,Wednesday,7,2021,Q3
Shopee,2,2021-07-29,0.0,0.0,0.0,1,3,Thursday,7,2021,Q3
Shopee,2,2021-07-30,0.0,0.0,0.0,1,4,Friday,7,2021,Q3
Shopee,2,2021-07-31,0.0,0.0,0.0,1,5,Saturday,7,2021,Q3
Shopee,2,2021-08-01,0.0,0.0,0.0,1,6,Sunday,8,2021,Q3
Shopee,2,2021-08-02,0.0,0.0,0.0,1,0,Monday,8,2021,Q3
Shopee,2,2021-08-03,0.0,0.0,0.0,1,1,Tuesday,8,2021,Q3
Shopee,2,2021-08-04,0.0,0.0,0.0,1,2,Wednesday,8,2021,Q3
Shopee,2,2021-08-05,0.0,0.0,0.0,1,3,Thursday,8,2021,Q3
Shopee,2,2021-08-06,0.0,0.0,0.0,1,4,Friday,8,2021,Q3
Shopee,2,2021-08-07,10.0,5040.0,11.0,0,5,Saturday,8,2021,Q3
Shopee,2,2021-08-08,39.0,15930.0,44.0,0,6,Sunday,8,2021,Q3
Shopee,2,2021-08-09,0.0,0.0,0.0,1,0,Monday,8,2021,Q3
Shopee,2,2021-08-10,12.0,5302.0,14.0,0,1,Tuesday,8,2021,Q3
Shopee,2,2021-08-11,5.0,2033.0,5.0,0,2,Wednesday,8,2021,Q3
Shopee,2,2021-08-12,0.0,0.0,0.0,1,3,Thursday,8,2021,Q3
Shopee,2,2021-08-13,0.0,0.0,0.0,1,4,Friday,8,2021,Q3
Shopee,2,2021-08-14,0.0,0.0,0.0,1,5,Saturday,8,2021,Q3
Shopee,2,2021-08-15,0.0,0.0,0.0,1,6,Sunday,8,2021,Q3
Shopee,2,2021-08-16,0.0,0.0,0.0,1,0,Monday,8,2021,Q3
Shopee,2,2021-08-17,0.0,0.0,0.0,1,1,Tuesday,8,2021,Q3
Shopee,2,2021-08-18,0.0,0.0,0.0,1,2,Wednesday,8,2021,Q3
Shopee,2,2021-08-19,0.0,0.0,0.0,1,3,Thursday,8,2021,Q3
Shopee,2,2021-08-20,0.0,0.0,0.0,1,4,Friday,8,2021,Q3
Shopee,2,2021-08-21,34.0,13733.0,37.0,0,5,Saturday,8,2021,Q3
Shopee,2,2021-08-22,22.0,11475.0,34.0,0,6,Sunday,8,2021,Q3
Shopee,2,2021-08-23,12.0,4832.0,14.0,0,0,Monday,8,2021,Q3
Shopee,2,2021-08-24,25.0,11250.0,30.0,0,1,Tuesday,8,2021,Q3
Shopee,2,2021-08-25,0.0,0.0,0.0,1,2,Wednesday,8,2021,Q3
Shopee,2,2021-08-26,0.0,0.0,0.0,1,3,Thursday,8,2021,Q3
Shopee,2,2021-08-27,0.0,0.0,0.0,1,4,Friday,8,2021,Q3
Shopee,2,2021-08-28,0.0,0.0,0.0,1,5,Saturday,8,2021,Q3
Shopee,2,2021-08-29,0.0,0.0,0.0,1,6,Sunday,8,2021,Q3
Shopee,2,2021-08-30,0.0,0.0,0.0,1,0,Monday,8,2021,Q3
Shopee,2,2021-08-31,0.0,0.0,0.0,1,1,Tuesday,8,2021,Q3
Shopee,2,2021-09-01,29.0,15618.0,39.0,0,2,Wednesday,9,2021,Q3
Shopee,2,2021-09-02,53.0,22471.0,60.0,0,3,Thursday,9,2021,Q3
Shopee,2,2021-09-03,13.0,5383.0,15.0,0,4,Friday,9,2021,Q3
Shopee,2,2021-09-04,0.0,0.0,0.0,1,5,Saturday,9,2021,Q3
Shopee,2,2021-09-05,0.0,0.0,0.0,1,6,Sunday,9,2021,Q3
Shopee,2,2021-09-06,23.0,10699.0,27.0,0,0,Monday,9,2021,Q3
Shopee,2,2021-09-07,28.0,14364.0,41.0,0,1,Tuesday,9,2021,Q3
Shopee,2,2021-09-08,33.0,14929.0,41.0,0,2,Wednesday,9,2021,Q3
Shopee,2,2021-09-09,149.0,62392.0,175.0,0,3,Thursday,9,2021,Q3
Shopee,2,2021-09-10,0.0,0.0,0.0,1,4,Friday,9,2021,Q3
Shopee,2,2021-09-11,21.0,9994.0,24.0,0,5,Saturday,9,2021,Q3
Shopee,2,2021-09-12,0.0,0.0,0.0,1,6,Sunday,9,2021,Q3
Shopee,2,2021-09-13,0.0,0.0,0.0,1,0,Monday,9,2021,Q3
Shopee,2,2021-09-14,0.0,0.0,0.0,1,1,Tuesday,9,2021,Q3
Shopee,2,2021-09-15,46.0,18276.0,51.0,0,2,Wednesday,9,2021,Q3
Shopee,2,2021-09-16,32.0,16024.0,37.0,0,3,Thursday,9,2021,Q3
Shopee,2,2021-09-17,18.0,7572.0,19.0,0,4,Friday,9,2021,Q3
Shopee,2,2021-09-18,0.0,0.0,0.0,1,5,Saturday,9,2021,Q3
Shopee,2,2021-09-19,14.0,6171.0,17.0,0,6,Sunday,9,2021,Q3
Shopee,2,2021-09-20,22.0,9277.0,23.0,0,0,Monday,9,2021,Q3
Shopee,2,2021-09-21,22.0,9915.0,27.0,0,1,Tuesday,9,2021,Q3
Shopee,2,2021-09-22,17.0,7128.0,19.0,0,2,Wednesday,9,2021,Q3
Shopee,2,2021-09-23,21.0,10848.0,30.0,0,3,Thursday,9,2021,Q3
Shopee,2,2021-09-24,25.0,11716.0,31.0,0,4,Friday,9,2021,Q3
Shopee,2,2021-09-25,16.0,7773.0,20.0,0,5,Saturday,9,2021,Q3
Shopee,2,2021-09-26,0.0,0.0,0.0,1,6,Sunday,9,2021,Q3
Shopee,2,2021-09-27,0.0,0.0,0.0,1,0,Monday,9,2021,Q3
Shopee,2,2021-09-28,0.0,0.0,0.0,1,1,Tuesday,9,2021,Q3
Shopee,2,2021-09-29,0.0,0.0,0.0,1,2,Wednesday,9,2021,Q3
Shopee,2,2021-09-30,0.0,0.0,0.0,1,3,Thursday,9,2021,Q3
Shopee,2,2021-10-01,0.0,0.0,0.0,1,4,Friday,10,2021,Q4
Shopee,2,2021-10-02,0.0,0.0,0.0,1,5,Saturday,10,2021,Q4
Shopee,2,2021-10-03,0.0,0.0,0.0,1,6,Sunday,10,2021,Q4
Shopee,2,2021-10-04,0.0,0.0,0.0,1,0,Monday,10,2021,Q4
Shopee,2,2021-10-05,0.0,0.0,0.0,1,1,Tuesday,10,2021,Q4
Shopee,2,2021-10-06,0.0,0.0,0.0,1,2,Wednesday,10,2021,Q4
Shopee,2,2021-10-07,0.0,0.0,0.0,1,3,Thursday,10,2021,Q4
Shopee,2,2021-10-08,0.0,0.0,0.0,1,4,Friday,10,2021,Q4
Shopee,2,2021-10-09,0.0,0.0,0.0,1,5,Saturday,10,2021,Q4
Shopee,2,2021-10-10,14.0,6749.0,19.0,0,6,Sunday,10,2021,Q4
Shopee,2,2021-10-11,33.0,15705.0,43.0,0,0,Monday,10,2021,Q4
Shopee,2,2021-10-12,0.0,0.0,0.0,1,1,Tuesday,10,2021,Q4
Shopee,2,2021-10-13,22.0,9459.0,23.0,0,2,Wednesday,10,2021,Q4
Shopee,2,2021-10-14,0.0,0.0,0.0,1,3,Thursday,10,2021,Q4
Shopee,2,2021-10-15,0.0,0.0,0.0,1,4,Friday,10,2021,Q4
Shopee,2,2021-10-16,0.0,0.0,0.0,1,5,Saturday,10,2021,Q4
Shopee,2,2021-10-17,0.0,0.0,0.0,1,6,Sunday,10,2021,Q4
Shopee,2,2021-10-18,0.0,0.0,0.0,1,0,Monday,10,2021,Q4
Shopee,2,2021-10-19,0.0,0.0,0.0,1,1,Tuesday,10,2021,Q4
Shopee,2,2021-10-20,0.0,0.0,0.0,1,2,Wednesday,10,2021,Q4
Shopee,2,2021-10-21,0.0,0.0,0.0,1,3,Thursday,10,2021,Q4
Shopee,2,2021-10-22,0.0,0.0,0.0,1,4,Friday,10,2021,Q4
Shopee,2,2021-10-23,0.0,0.0,0.0,1,5,Saturday,10,2021,Q4
Shopee,2,2021-10-24,0.0,0.0,0.0,1,6,Sunday,10,2021,Q4
Shopee,2,2021-10-25,0.0,0.0,0.0,1,0,Monday,10,2021,Q4
Shopee,2,2021-10-26,0.0,0.0,0.0,1,1,Tuesday,10,2021,Q4
Shopee,2,2021-10-27,0.0,0.0,0.0,1,2,Wednesday,10,2021,Q4
Shopee,2,2021-10-28,0.0,0.0,0.0,1,3,Thursday,10,2021,Q4
Shopee,2,2021-10-29,0.0,0.0,0.0,1,4,Friday,10,2021,Q4
Shopee,2,2021-10-30,0.0,0.0,0.0,1,5,Saturday,10,2021,Q4
Shopee,2,2021-10-31,0.0,0.0,0.0,1,6,Sunday,10,2021,Q4
Shopee,2,2021-11-01,0.0,0.0,0.0,1,0,Monday,11,2021,Q4
Shopee,2,2021-11-02,0.0,0.0,0.0,1,1,Tuesday,11,2021,Q4
Shopee,2,2021-11-03,0.0,0.0,0.0,1,2,Wednesday,11,2021,Q4
Shopee,2,2021-11-04,0.0,0.0,0.0,1,3,Thursday,11,2021,Q4
Shopee,2,2021-11-05,0.0,0.0,0.0,1,4,Friday,11,2021,Q4
Shopee,2,2021-11-06,0.0,0.0,0.0,1,5,Saturday,11,2021,Q4
Shopee,2,2021-11-07,0.0,0.0,0.0,1,6,Sunday,11,2021,Q4
Shopee,2,2021-11-08,0.0,0.0,0.0,1,0,Monday,11,2021,Q4
Shopee,2,2021-11-09,0.0,0.0,0.0,1,1,Tuesday,11,2021,Q4
Shopee,2,2021-11-10,0.0,0.0,0.0,1,2,Wednesday,11,2021,Q4
Shopee,2,2021-11-11,0.0,0.0,0.0,1,3,Thursday,11,2021,Q4
Shopee,2,2021-11-12,0.0,0.0,0.0,1,4,Friday,11,2021,Q4
Shopee,2,2021-11-13,0.0,0.0,0.0,1,5,Saturday,11,2021,Q4
Shopee,2,2021-11-14,0.0,0.0,0.0,1,6,Sunday,11,2021,Q4
Shopee,2,2021-11-15,0.0,0.0,0.0,1,0,Monday,11,2021,Q4
Shopee,2,2021-11-16,0.0,0.0,0.0,1,1,Tuesday,11,2021,Q4
Shopee,2,2021-11-17,0.0,0.0,0.0,1,2,Wednesday,11,2021,Q4
Shopee,2,2021-11-18,0.0,0.0,0.0,1,3,Thursday,11,2021,Q4
Shopee,2,2021-11-19,0.0,0.0,0.0,1,4,Friday,11,2021,Q4
Shopee,2,2021-11-20,1.0,263.0,1.0,0,5,Saturday,11,2021,Q4
Shopee,2,2021-11-21,27.0,12735.0,33.0,0,6,Sunday,11,2021,Q4
Shopee,2,2021-11-22,33.0,14773.0,41.0,0,0,Monday,11,2021,Q4
Shopee,2,2021-11-23,15.0,7725.0,20.0,0,1,Tuesday,11,2021,Q4
Shopee,2,2021-11-24,22.0,10169.0,28.0,0,2,Wednesday,11,2021,Q4
Shopee,2,2021-11-25,21.0,8875.0,27.0,0,3,Thursday,11,2021,Q4
Shopee,2,2021-11-26,20.0,11865.0,27.0,0,4,Friday,11,2021,Q4
Shopee,2,2021-11-27,14.0,7895.0,20.0,0,5,Saturday,11,2021,Q4
Shopee,2,2021-11-28,32.0,14597.0,39.0,0,6,Sunday,11,2021,Q4
Shopee,2,2021-11-29,0.0,0.0,0.0,1,0,Monday,11,2021,Q4
Shopee,2,2021-11-30,0.0,0.0,0.0,1,1,Tuesday,11,2021,Q4
Shopee,2,2021-12-01,0.0,0.0,0.0,1,2,Wednesday,12,2021,Q4
Shopee,2,2021-12-02,0.0,0.0,0.0,1,3,Thursday,12,2021,Q4
Shopee,2,2021-12-03,0.0,0.0,0.0,1,4,Friday,12,2021,Q4
Shopee,2,2021-12-04,0.0,0.0,0.0,1,5,Saturday,12,2021,Q4
Shopee,2,2021-12-05,0.0,0.0,0.0,1,6,Sunday,12,2021,Q4
Shopee,2,2021-12-06,0.0,0.0,0.0,1,0,Monday,12,2021,Q4
Shopee,2,2021-12-07,0.0,0.0,0.0,1,1,Tuesday,12,2021,Q4
Shopee,2,2021-12-08,0.0,0.0,0.0,1,2,Wednesday,12,2021,Q4
Shopee,2,2021-12-09,0.0,0.0,0.0,1,3,Thursday,12,2021,Q4
Shopee,2,2021-12-10,0.0,0.0,0.0,1,4,Friday,12,2021,Q4
Shopee,2,2021-12-11,0.0,0.0,0.0,1,5,Saturday,12,2021,Q4
Shopee,2,2021-12-12,0.0,0.0,0.0,1,6,Sunday,12,2021,Q4
Shopee,2,2021-12-13,0.0,0.0,0.0,1,0,Monday,12,2021,Q4
Shopee,2,2021-12-14,44.0,19035.0,52.0,0,1,Tuesday,12,2021,Q4
Shopee,2,2021-12-15,0.0,0.0,0.0,1,2,Wednesday,12,2021,Q4
Shopee,2,2021-12-16,0.0,0.0,0.0,1,3,Thursday,12,2021,Q4
Shopee,2,2021-12-17,0.0,0.0,0.0,1,4,Friday,12,2021,Q4
Shopee,2,2021-12-18,0.0,0.0,0.0,1,5,Saturday,12,2021,Q4
Shopee,2,2021-12-19,0.0,0.0,0.0,1,6,Sunday,12,2021,Q4
Shopee,2,2021-12-20,0.0,0.0,0.0,1,0,Monday,12,2021,Q4
Shopee,2,2021-12-21,0.0,0.0,0.0,1,1,Tuesday,12,2021,Q4
Shopee,2,2021-12-22,0.0,0.0,0.0,1,2,Wednesday,12,2021,Q4
Shopee,2,2021-12-23,0.0,0.0,0.0,1,3,Thursday,12,2021,Q4
Shopee,2,2021-12-24,0.0,0.0,0.0,1,4,Friday,12,2021,Q4
Shopee,2,2021-12-25,23.0,13851.0,28.0,0,5,Saturday,12,2021,Q4
Shopee,2,2021-12-26,66.0,31564.0,84.0,0,6,Sunday,12,2021,Q4
Shopee,2,2021-12-27,51.0,21304.0,58.0,0,0,Monday,12,2021,Q4
Shopee,2,2021-12-28,57.0,27069.0,71.0,0,1,Tuesday,12,2021,Q4
Shopee,2,2021-12-29,41.0,18606.0,47.0,0,2,Wednesday,12,2021,Q4
Shopee,2,2021-12-30,34.0,13409.0,40.0,0,3,Thursday,12,2021,Q4
Shopee,2,2021-12-31,0.0,0.0,0.0,1,4,Friday,12,2021,Q4
Shopee,2,2022-01-01,80.0,39893.0,103.0,0,5,Saturday,1,2022,Q1
Shopee,2,2022-01-02,19.0,8911.0,25.0,0,6,Sunday,1,2022,Q1
Shopee,2,2022-01-03,9.0,5015.0,10.0,0,0,Monday,1,2022,Q1
Shopee,2,2022-01-04,39.0,18044.0,49.0,0,1,Tuesday,1,2022,Q1
Shopee,2,2022-01-05,0.0,0.0,0.0,1,2,Wednesday,1,2022,Q1
Shopee,2,2022-01-06,0.0,0.0,0.0,1,3,Thursday,1,2022,Q1
Shopee,2,2022-01-07,0.0,0.0,0.0,1,4,Friday,1,2022,Q1
Shopee,2,2022-01-08,0.0,0.0,0.0,1,5,Saturday,1,2022,Q1
Shopee,2,2022-01-09,207.0,98172.0,252.0,0,6,Sunday,1,2022,Q1
Shopee,2,2022-01-10,98.0,43318.0,116.0,0,0,Monday,1,2022,Q1
Shopee,2,2022-01-11,63.0,29211.0,79.0,0,1,Tuesday,1,2022,Q1
Shopee,2,2022-01-12,81.0,41503.0,105.0,0,2,Wednesday,1,2022,Q1
Shopee,2,2022-01-13,63.0,30133.0,75.0,0,3,Thursday,1,2022,Q1
Shopee,2,2022-01-14,50.0,22571.0,60.0,0,4,Friday,1,2022,Q1
Shopee,2,2022-01-15,125.0,56746.0,160.0,0,5,Saturday,1,2022,Q1
Shopee,2,2022-01-16,0.0,0.0,0.0,1,6,Sunday,1,2022,Q1
Shopee,2,2022-01-17,46.0,19164.0,52.0,0,0,Monday,1,2022,Q1
Shopee,2,2022-01-18,13.0,6982.0,16.0,0,1,Tuesday,1,2022,Q1
Shopee,2,2022-01-19,49.0,22965.0,60.0,0,2,Wednesday,1,2022,Q1
Shopee,2,2022-01-20,35.0,18869.0,46.0,0,3,Thursday,1,2022,Q1
Shopee,2,2022-01-21,44.0,19988.0,50.0,0,4,Friday,1,2022,Q1
Shopee,2,2022-01-22,3.0,1071.0,3.0,0,5,Saturday,1,2022,Q1
Shopee,2,2022-01-23,47.0,21701.0,57.0,0,6,Sunday,1,2022,Q1
Shopee,2,2022-01-24,60.0,25775.0,68.0,0,0,Monday,1,2022,Q1
Shopee,2,2022-01-25,68.0,32160.0,82.0,0,1,Tuesday,1,2022,Q1
Shopee,2,2022-01-26,33.0,16035.0,42.0,0,2,Wednesday,1,2022,Q1
Shopee,2,2022-01-27,38.0,20019.0,46.0,0,3,Thursday,1,2022,Q1
Shopee,2,2022-01-28,43.0,18906.0,51.0,0,4,Friday,1,2022,Q1
Shopee,2,2022-01-29,39.0,21671.0,59.0,0,5,Saturday,1,2022,Q1
Shopee,2,2022-01-30,6.0,2024.0,6.0,0,6,Sunday,1,2022,Q1
Shopee,2,2022-01-31,0.0,0.0,0.0,1,0,Monday,1,2022,Q1
Shopee,2,2022-02-01,0.0,0.0,0.0,1,1,Tuesday,2,2022,Q1
Shopee,2,2022-02-02,60.0,27034.0,75.0,0,2,Wednesday,2,2022,Q1
Shopee,2,2022-02-03,10.0,6920.0,16.0,0,3,Thursday,2,2022,Q1
Shopee,2,2022-02-04,3.0,1128.0,3.0,0,4,Friday,2,2022,Q1
Shopee,2,2022-02-05,45.0,22091.0,54.0,0,5,Saturday,2,2022,Q1
Shopee,2,2022-02-06,38.0,17944.0,47.0,0,6,Sunday,2,2022,Q1
Shopee,2,2022-02-07,9.0,5664.0,16.0,0,0,Monday,2,2022,Q1
Shopee,2,2022-02-08,25.0,12691.0,33.0,0,1,Tuesday,2,2022,Q1
